NR_041599.1,Acanthopleuribacter pedis strain NBRC 101209 16S ribosomal RNA,Bacteria; Acidobacteria; Holophagae; Acanthopleuribacterales; Acanthopleuribacteraceae; Acanthopleuribacter; pedis; NBRC 101209
NR_114980.1,Ochrobactrum tritici strain SCII24 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Ochrobactrum; tritici; SCII24
NR_028902.1,Ochrobactrum tritici strain SCII24 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Ochrobactrum; tritici; SCII24
NR_102908.1,Octadecabacter antarcticus strain 307 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; antarcticus; 307
NR_027580.1,Octadecabacter antarcticus strain 307 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; antarcticus; 307
NR_115901.1,Octadecabacter antarcticus strain CIP106731 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; antarcticus; CIP106731
NR_115902.1,Octadecabacter arcticus strain 238 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; arcticus; 238
NR_102905.1,Octadecabacter arcticus strain 238 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; arcticus; 238
NR_026040.1,Octadecabacter arcticus strain 238 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; arcticus; 238
NR_147751.1,Octadecabacter ascidiaceicola strain RA1-3 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; ascidiaceicola; RA1-3
NR_152087.1,Octadecabacter ponticola strain HDSW-34 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; ponticola; HDSW-34
NR_135900.1,Octadecabacter temperatus strain SB1 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter; temperatus; SB1
NR_156159.1,Oharaeibacter diazotrophicus strain SM30 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylocystaceae; Oharaeibacter; diazotrophicus; SM30
NR_156988.1,Oleiagrimonas citrea strain MEBic09124 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Oleiagrimonas; citrea; MEBic09124
NR_112787.1,Oleibacter marinus strain 2O1 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Oleibacter; marinus; 2O1
NR_114287.1,Oleibacter marinus strain NBRC 105760 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Oleibacter; marinus; NBRC 105760
NR_025432.1,Oleiphilus messinensis strain ME102 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oleiphilaceae; Oleiphilus; messinensis; ME102
NR_025522.1,Oleispira antarctica RB-8 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Oleispira; antarctica; RB-8
NR_108293.1,Oleispira lenta strain DFH11 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Oleispira; lenta; DFH11
NR_115564.1,Oleomonas sagaranensis strain HD-1 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Oleomonas; sagaranensis; HD-1
NR_041998.1,Oligella ureolytica DSM 18253 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella; ureolytica; DSM 18253
NR_114553.1,Oligella ureolytica DSM 18253 strain ATCC 43534 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella; ureolytica; DSM 18253 | ATCC 43534
NR_114552.1,Oligella urethralis strain ATCC 17960 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella; urethralis; ATCC 17960
NR_041753.1,Oligella urethralis strain CIP 103116 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella; urethralis; CIP 103116
NR_114740.1,Oligella urethralis strain LMG 1015 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella; urethralis; LMG 1015
NR_134109.1,Oligoflexus tunisiensis strain Shr3 16S ribosomal RNA,Bacteria; Proteobacteria; Oligoflexia; Oligoflexales; Oligoflexaceae; Oligoflexus; tunisiensis; Shr3
NR_074142.1,Oligotropha carboxidovorans OM5 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Oligotropha; carboxidovorans; OM5
NR_074246.1,Oligotropha carboxidovorans OM5 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Oligotropha; carboxidovorans; OM5
NR_117114.1,Oligotropha carboxidovorans strain DSM 1227 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Oligotropha; carboxidovorans; DSM 1227
NR_116759.1,Orbus hercynius strain CN3 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Orbales; Orbaceae; Orbus; hercynius; CN3
NR_109477.1,Orbus sasakiae strain C7 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Orbales; Orbaceae; Orbus; sasakiae; C7
NR_148297.1,Oricola cellulosilytica strain CC-AMH-0 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Oricola; cellulosilytica; CC-AMH-0
NR_117903.1,Orientia chuto str. Dubai 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Orientia; chuto; Dubai
NR_118785.1,Orientia tsutsugamushi str. Karp 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Orientia; tsutsugamushi; Karp
NR_025860.1,Orientia tsutsugamushi strain Karp 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Orientia; tsutsugamushi; Karp
NR_160523.1,Orrella dioscoreae strain LMG 29303 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Orrella; dioscoreae; LMG 29303
NR_158123.1,Oryzisolibacter propanilivorax strain EPL6 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Oryzisolibacter; propanilivorax; EPL6
NR_156084.1,Oryzomicrobium terrae strain TPP412 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Rhodocyclaceae; Oryzomicrobium; terrae; TPP412
NR_117868.1,Otariodibacter oris strain Baika1 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Otariodibacter; oris; Baika1
NR_133803.1,Ottowia beijingensis strain GCS-AN-3 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia; beijingensis; GCS-AN-3
NR_116344.1,Ottowia pentelensis strain RB3-7 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia; pentelensis; RB3-7
NR_125656.1,Ottowia shaoguanensis strain J5-66 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia; shaoguanensis; J5-66
NR_029001.1,Ottowia thiooxydans strain K11 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia; thiooxydans; K11
NR_112834.1,Oxalicibacterium faecigallinarum strain YOx 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium; faecigallinarum; YOx
NR_037133.1,Oxalicibacterium flavum strain TA17 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium; flavum; TA17
NR_113620.1,Oxalicibacterium horti strain NBRC 13594 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium; horti; NBRC 13594
NR_112833.1,Oxalicibacterium horti strain OD1 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium; horti; OD1
NR_112029.1,Oxalicibacterium solurbis strain MY14 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium; solurbis; MY14
NR_114175.1,Oxalicibacterium solurbis strain NBRC 102665 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalicibacterium; solurbis; NBRC 102665
NR_029188.1,Oxalobacter formigenes strain OXB 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalobacter; formigenes; OXB
NR_104759.1,Oxalobacter vibrioformis strain WoOx3 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalobacter; vibrioformis; WoOx3
NR_158057.1,Pacificibacter aestuarii strain KJ21 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pacificibacter; aestuarii; KJ21
NR_104545.1,Pacificibacter marinus strain HDW-9 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pacificibacter; marinus; HDW-9
NR_113171.1,Pacificibacter maritimus strain KMM 9031 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pacificibacter; maritimus; KMM 9031
NR_146016.1,Pacificimonas flava strain JLT2015 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Pacificimonas; flava; JLT2015
NR_109523.1,Paenalcaligenes hermetiae strain KBL009 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Paenalcaligenes; hermetiae; KBL009
NR_116967.1,Paenalcaligenes hominis strain CCUG 53761 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Paenalcaligenes; hominis; CCUG 53761
NR_133804.1,Paenalcaligenes suwonensis strain ABC02-12 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Paenalcaligenes; suwonensis; ABC02-12
NR_125604.1,Paenirhodobacter enshiensis strain DW2-9 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paenirhodobacter; enshiensis; DW2-9
NR_116966.1,Paenochrobactrum gallinarii strain Sa25 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Paenochrobactrum; gallinarii; Sa25
NR_112750.1,Paenochrobactrum glaciei strain Pi 26 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Paenochrobactrum; glaciei; Pi 26
NR_133808.1,Paenochrobactrum pullorum strain 280 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Paenochrobactrum; pullorum; 280
NR_134784.1,Palleronia abyssalis strain 221-F1 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Palleronia; abyssalis; 221-F1
NR_043275.1,Palleronia marisminoris strain B33 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Palleronia; marisminoris; B33
NR_136791.1,Palleronia soli strain CAU 1105 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Palleronia; soli; CAU 1105
NR_134119.1,Paludibacterium paludis strain KBP-21 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Paludibacterium; paludis; KBP-21
NR_149788.1,Paludibacterium purpuratum strain KJ031 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Paludibacterium; purpuratum; KJ031
NR_042552.1,Paludibacterium yongneupense strain 5YN8-15 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Paludibacterium; yongneupense; 5YN8-15
NR_112617.1,Panacagrimonas perspica strain Gsoil 142 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Nevskiales; Sinobacteraceae; Panacagrimonas; perspica; Gsoil 142
NR_115185.1,Pandoraea apista strain CCUG 38412 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; apista; CCUG 38412
NR_028749.1,Pandoraea apista strain LMG 16407 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; apista; LMG 16407
NR_112951.1,Pandoraea faecigallinarum strain KOx 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; faecigallinarum; KOx
NR_115187.1,Pandoraea norimbergensis strain CCUG 39188 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; norimbergensis; CCUG 39188
NR_036812.1,Pandoraea norimbergensis strain R2 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; norimbergensis; R2
NR_112832.1,Pandoraea oxalativorans strain TA25 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; oxalativorans; TA25
NR_042813.1,Pandoraea pnomenusa strain CCUG 38742 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; pnomenusa; CCUG 38742
NR_114519.1,Pandoraea pnomenusa strain LMG 18087 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; pnomenusa; LMG 18087
NR_115186.1,Pandoraea pulmonicola strain CCUG 38759 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; pulmonicola; CCUG 38759
NR_028750.1,Pandoraea pulmonicola strain LMG 18106 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; pulmonicola; LMG 18106
NR_028751.1,Pandoraea sputorum strain LMG 18819 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; sputorum; LMG 18819
NR_152002.1,Pandoraea terrae strain SE-S21 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; terrae; SE-S21
NR_116008.1,Pandoraea thiooxydans strain ATSB16 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; thiooxydans; ATSB16
NR_112950.1,Pandoraea vervacti strain NS15 16S ribosomal RNA,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; vervacti; NS15
NR_108187.1,Pannonibacter indicus strain HT23 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pannonibacter; indicus; HT23
NR_028009.1,Pannonibacter phragmitetus strain C6-19 16S ribosomal RNA,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pannonibacter; phragmitetus; C6-19
NR_114505.1,Pantoea agglomerans strain ATCC 27155 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans; ATCC 27155
NR_041978.1,Pantoea agglomerans strain DSM 3493 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans; DSM 3493
NR_111998.1,Pantoea agglomerans strain JCM1236 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans; JCM1236
NR_116751.1,Pantoea agglomerans strain LMG 1286 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans; LMG 1286
NR_114111.1,Pantoea agglomerans strain NBRC 102470 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans; NBRC 102470
NR_114735.1,Pantoea agglomerans strain NCTC9381 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans; NCTC9381
NR_115258.1,Pantoea allii strain BD 390 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; allii; BD 390
NR_026045.1,Pantoea ananatis strain 1846 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; ananatis; 1846
NR_119362.1,Pantoea ananatis strain LMG 2665 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; ananatis; LMG 2665
NR_116750.1,Pantoea ananatis strain LMG 2665 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; ananatis; LMG 2665
NR_116113.1,Pantoea anthophila strain LMG 2558 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; anthophila; LMG 2558
NR_116749.1,Pantoea anthophila strain LMG2558 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; anthophila; LMG2558
NR_148578.1,Pantoea beijingensis strain JZB2120001 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; beijingensis; JZB2120001
NR_116748.1,Pantoea brenneri strain LMG 5343 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; brenneri; LMG 5343
NR_116245.1,Pantoea brenneri strain LMG 5343 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; brenneri; LMG 5343
NR_116247.1,Pantoea conspicua strain LMG 24534 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; conspicua; LMG 24534
NR_118857.1,Pantoea cypripedii strain ATCC 29267 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; cypripedii; ATCC 29267
NR_041973.1,Pantoea cypripedii strain DSM 3873 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; cypripedii; DSM 3873
NR_119369.1,Pantoea cypripedii strain LMG 2657 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; cypripedii; LMG 2657
NR_118394.1,Pantoea cypripedii strain LMG 2657 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; cypripedii; LMG 2657
NR_116114.1,Pantoea deleyi strain LMG 24200 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; deleyi; LMG 24200
NR_116797.1,Pantoea dispersa strain DSM 30073 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; dispersa; DSM 30073
NR_116755.1,Pantoea dispersa strain LMG 2603 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; dispersa; LMG 2603
NR_043883.1,Pantoea dispersa strain LMG 2603 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; dispersa; LMG 2603
NR_116112.1,Pantoea eucalypti strain LMG 24197 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; eucalypti; LMG 24197
NR_116246.1,Pantoea eucrina strain LMG 2781 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; eucrina; LMG 2781
NR_118120.1,Pantoea rodasii strain LMG 26273 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; rodasii; LMG 26273
NR_118121.1,Pantoea rwandensis strain LMG 26275 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; rwandensis; LMG 26275
NR_116752.1,Pantoea septica strain LMG 5345 16S ribosomal RNA,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; septica; LMG 5345
